CASE NUMBER,CRIME TYPE,INCIDENT DATE,STATUS,STREET,CITY,STATE
104J3950,HOMICIDE,09-OCT-10,CAPTURED,4505 HAMPNETT AVE,BALTIMORE,MD
103J03750,UNARMED ROBBERY,09-OCT-10,CAPTURED,1106 FILMORE STREET,BALTIMORE,MD
101J03179,RAPE,08-OCT-10,CAPTURED,1300  W. CROSS STREET,BALTIMORE,MD
092L10769,OTHER,05-OCT-10,CAPTURED,4810 GREENWAY APT C,BALTIMORE,MD
108J01627,UNARMED ROBBERY,04-OCT-10,CAPTURED,1739 DRUID HILL AVE,BALTIMORE,MD
109I714,UNARMED ROBBERY,02-OCT-10,CAPTURED,1830 WILLHELM STREET,BALTIMORE,MD
106J00244,OTHER,01-OCT-10,CAPTURED,4800 LAUREL,BALTIMORE,MD
10I13833,ARMED ROBBERY,30-SEP-10,CAPTURED,1 CINDY LANE,PLEASANT,MD
107I13161,UNARMED ROBBERY,29-SEP-10,CAPTURED,2106 TUCKER LANE.,BALTIMORE,MD
102I13324,HOME INVASION,29-SEP-10,CAPTURED,7011 E. KILMER ST,HYATTSVILLE,MD
106I12542,ARMED ROBBERY,28-SEP-10,CAPTURED,2200 W. PATAPSCO,BALTIMORE,MD
102I12451,HOME INVASION,27-SEP-10,CAPTURED,415 N. MONTFORD AVE,BALTIMORE,MD
109I10172,OTHER,23-SEP-10,CAPTURED,823 E. JEFFERY STREET,BALTIMORE,MD
103I9055,SHOOTING,21-SEP-10,CAPTURED,3200 LYNDALE AVE,BALTIMORE,MD
108I9376,ARMED ROBBERY,21-SEP-10,CAPTURED,800 LYNDHURST,BALTIMORE,MD
108I9311,ARMED ROBBERY,21-SEP-10,CAPTURED,711 CHESTNUT HILL,BALTIMORE,MD
107I8795,UNARMED ROBBERY,20-SEP-10,CAPTURED,2000  W. NORTH AVE,BALTIMORE,MD
106I18374,OTHER,19-SEP-10,CAPTURED,4915 FREDERICK AVE APT. D,BALTIMORE,MD
103H10028,ARSON,16-SEP-10,CAPTURED,100 N.GAY STREET,BALTIMORE,MD
105I6883,ARMED ROBBERY,15-SEP-10,CAPTURED,3300 GREENMOUNT AVE,BALTIMORE,MD
107G10993,OTHER,15-SEP-10,CAPTURED,1321 BELVEDERE APT A,BALTIMORE,MD
103I05951,SHOOTING,13-SEP-10,CAPTURED,1405 HADWICK DR. APT L,BALTIMORE,MD
109I05943,UNARMED ROBBERY,13-SEP-10,CAPTURED,2605 E. MONUMENT STREET,BALTIMORE,MD
107I05182,HOME INVASION,11-SEP-10,CAPTURED,903 MT HOLLY,BALTIMORE,MD
101H14178,OTHER,10-SEP-10,CAPTURED,641 N. HIGHLAND AVENUE,BALTIMORE,MD
107I00686,OTHER,08-SEP-10,CAPTURED,1674 MOUNTMOR CT,BALTIMORE,MD
106I03357,ARMED ROBBERY,08-SEP-10,CAPTURED,3507 W. GARRISON AVE.,BALTIMORE,MD
103I03360,HOME INVASION,08-SEP-10,CAPTURED,704 BARTLETT AVE,BALTIMORE,MD
108I03297,HOMICIDE,07-SEP-10,CAPTURED,602 N. HILTON STREET,BALTIMORE,MD
108I03297,HOMICIDE,07-SEP-10,CAPTURED,5000 SUNSET AVE,BALTIMORE,MD
108I3291,HOMICIDE,07-SEP-10,CAPTURED,1805 N. MONROE,BALTIMORE,MD
109I03092,ARMED ROBBERY,07-SEP-10,CAPTURED,931 N. MOUNT STREET,BALTIMORE,MD
109I03092,ARMED ROBBERY,07-SEP-10,CAPTURED,931 N. MOUNT STREET,BALTIMORE,MD
102I02443,UNARMED ROBBERY,06-SEP-10,CAPTURED,1105 SANDYSTONE CT,BALTIMORE,MD
104I02293,BURGLARY,05-SEP-10,CAPTURED,3722 RIDGECROFT AVE,BALTIMORE,MD
102I13733,SEX OFFENSE,03-SEP-10,CAPTURED,3800 EASTERN AVE,BALTIMORE,MD
"101I00920
105C00229
102H14183","ARMED ROBBERY ARMED ROBBERY
UNARMED ROBBERY","02-SEP-10
01-SEP-10
01-SEP-10",CAPTURED,900  BETHUNE,BALTIMORE,MD
105H12202,RAPE,26-AUG-10,CAPTURED,3607 BOWERS AVE APT. A,BALTIMORE,MD
103H04116,OTHER,26-AUG-10,CAPTURED,2300  ASHLAND AVE,BALTIMORE,MD
104H10784,ARMED ROBBERY,24-AUG-10,CAPTURED,4900 TODD AVENUE,BALTIMORE,MD
101H10699,OTHER,23-AUG-10,CAPTURED,3531 WASHINGTON BLVD,BALTIMORE,MD
101H9816,UNARMED ROBBERY,21-AUG-10,CAPTURED,1142 NANITCOKE,BALTIMORE,MD
107H09486,SHOOTING,21-AUG-10,CAPTURED,604 N PAYSON ST,BALTIMORE,MD
10-231-0044,HOME INVASION,19-AUG-10,CAPTURED,5000 REISTERSTOWN ROAD,BALTIMORE,MD
101H08521,ARMED ROBBERY,19-AUG-10,CAPTURED,1627 EDMONDSON AVE,BALTIMORE,MD
109H07222,AGGRAVATED ASSAULT,16-AUG-10,CAPTURED,814 STOLL STREET,BALTIMORE,MD
107H07011,AGGRAVATED ASSAULT,16-AUG-10,CAPTURED,1621 E. LAFAYETTE STREET,BALTIMORE,MD
108H6962,ARMED ROBBERY,15-AUG-10,CAPTURED,5100 FREDERICK AVE,BALTIMORE,MD
103H06587,SHOOTING,15-AUG-10,CAPTURED,1769 N. RUTLAND,BALTIMORE,MD
105H6550,ARMED ROBBERY,15-AUG-10,CAPTURED,4572 DERBY MANOR,BALTIMORE,MD
103H05885,UNARMED ROBBERY,13-AUG-10,CAPTURED,212 S. DALLAS COURT,BALTIMORE,MD
10-TH05244,OTHER,12-AUG-10,CAPTURED,6209 PILGRAM RD.,BALTIMORE,MD
109H02667,ARMED ROBBERY,06-AUG-10,CAPTURED,1011 W. LEXINGTON ST.,BALTIMORE,MD
109H02451,UNARMED ROBBERY,06-AUG-10,CAPTURED,200 S FULTON,BALTIMORE,MD
108H02342,OTHER,06-AUG-10,CAPTURED,4500 PALL MALL,BALTIMORE,MD
101H02195,ARMED ROBBERY,05-AUG-10,CAPTURED,1819 VINE ST,BALTIMORE,MD
095C07828,HOMICIDE,03-AUG-10,CAPTURED,4833 BELAIR RD,BALTIMORE,MD
102H03388,ARMED ROBBERY,01-AUG-10,CAPTURED,227 S. ANN ST. ,BALTIMORE,MD
109G13268,RAPE,29-JUL-10,CAPTURED,1314 MCHENRY ST,BALTIMORE,MD
105F01668,OTHER,28-JUL-10,CAPTURED,2102 WHITTIER AVE,BALTIMORE,MD
104G12323,OTHER,27-JUL-10,CAPTURED,990 PUNJAB CT,ESSEX,MD
109G11931,ARMED ROBBERY,26-JUL-10,CAPTURED,1241 W. PRATT STREET,BALTIMORE,MD
105G11755,ARMED ROBBERY,25-JUL-10,CAPTURED,1804 CLIFTON AVE,BALTIMORE,MD
107G11054,MISSING PERSON,24-JUL-10,CAPTURED,2106 EAGLE ST,BALTIMORE,MD
107G11054,MISSING PERSON,24-JUL-10,CAPTURED,2106 EAGLE ST,BALTIMORE,MD
102G08268,ARMED ROBBERY,18-JUL-10,CAPTURED,2454 ETTINGS ST.,BALTIMORE,MD
102G08259,ARMED ROBBERY,18-JUL-10,CAPTURED,1164 CLEVELAND,BALTIMORE,MD
109G06968,BURGLARY,16-JUL-10,CAPTURED,128 S CALHOUN ST,BALTIMORE,MD
104G06750,ARMED ROBBERY,15-JUL-10,CAPTURED,2400 MONUMENT ST.,BALTIMORE,MD
10S0276,SEX OFFENSE,15-JUL-10,CAPTURED,734 N. CARROLLTON AVE,BALTIMORE,MD
103G05706,OTHER,12-JUL-10,CAPTURED,1219 N BROADWAY,BALTIMORE,MD
108G05057,HOME INVASION,12-JUL-10,CAPTURED,3935 W. MULBERRY,BALTIMORE,MD
108G05057,HOME INVASION,12-JUL-10,CAPTURED,3935 W. MULBERRY,BALTIMORE,MD
104G04291,UNARMED ROBBERY,10-JUL-10,CAPTURED,4906 BELAIR RD,BALTIMORE,MD
102G03224,AGGRAVATED ASSAULT,08-JUL-10,CAPTURED,7 NEBAR RD,BALTIMORE,MD
101G02422,BURGLARY,06-JUL-10,CAPTURED,828 W. NORTH AVE,BALTIMORE,MD
103G01431,OTHER,04-JUL-10,CAPTURED,700 E. PRESTON STREET,BALTIMORE,MD
104G01347,ARMED ROBBERY,03-JUL-10,CAPTURED,1200 GLENEAGLE,BALTIMORE,MD
104G1078,ARMED ROBBERY,03-JUL-10,CAPTURED,500 E. 30TH STREET,BALTIMORE,MD
101G00542,HOMICIDE,02-JUL-10,CAPTURED,3110 GARRISON BLVD,BALTIMORE,MD
101G00377,DOMESTIC VIOLENCE,01-JUL-10,CAPTURED,1736 DRUID HILL,BALTIMORE,MD
107G00329,ARMED ROBBERY,01-JUL-10,CAPTURED,300 E 22ND STREET,BALTIMORE,MD
107G00240,SHOOTING,01-JUL-10,CAPTURED,2624 OSWEGO AVE,BALTIMORE,MD
101G00035,OTHER,01-JUL-10,CAPTURED,100 E. MOUNT ROYAL AVE,BALTIMORE,MD
109F13823,UNARMED ROBBERY,29-JUN-10,CAPTURED,3030 SOUTHLAND,BALTIMORE,MD
106F11744,ARMED ROBBERY,25-JUN-10,CAPTURED,1110 E. COLD SPRING LANE,BALTIMORE,MD
109F09704,SHOOTING,20-JUN-10,CAPTURED,520 HARWOOD AVE,BALTIMORE,MD
109F09704,SHOOTING,20-JUN-10,CAPTURED,520 HARWOOD AVE,BALTIMORE,MD
105F09411,UNARMED ROBBERY,20-JUN-10,CAPTURED,3200 GREENMOUNT AVE,BALTIMORE,MD
106F09258,HOMICIDE,19-JUN-10,CAPTURED,2406 LOYOLA NORTHWAY APT 302,BALTIMORE,MD
101F8427,UNARMED ROBBERY,18-JUN-10,CAPTURED,5512 HILLTOP AVE,BALTIMORE,MD
107F07899,OTHER,17-JUN-10,CAPTURED,827 LINDEN AVENUE,BALTIMORE,MD
101E2681,UNARMED ROBBERY,06-JUN-10,CAPTURED,1921 N. ROSEDALE STREET,BALTIMORE,MD
106F02449,ARMED ROBBERY,05-JUN-10,CAPTURED,6800 RESITERSTOWN ROAD,BALTIMORE,MD
103F1691,ARMED ROBBERY,04-JUN-10,CAPTURED,3700 GOUGH,BALTIMORE,MD
104F01659,HOMICIDE,04-JUN-10,CAPTURED,5006 CRENSHAW AVE,BALTIMORE,MD
104F01659,HOMICIDE,04-JUN-10,CAPTURED,5218 GREENVILLE ROAD,BRYANS ROAD,MD
101F01619,ABDUCTION,03-JUN-10,CAPTURED,517 PHILADELPHIA AVE,KING OF PRUSSIA,PA
2010-719480,HOME INVASION,03-JUN-10,CAPTURED,5012 BIRCH ST.,BALTIMORE,MD
103E10659,OTHER,01-JUN-10,CAPTURED,4411 LOCH RAVEN BLVD,BALTIMORE,MD
102E11377,OTHER,01-JUN-10,CAPTURED,3600 EASTERN AVE,BALTIMORE,MD
109E13850,HOMICIDE,29-MAY-10,CAPTURED,2401 LIBERTY HEIGHTS,BALTIMORE,MD
104E12881,ARMED ROBBERY,27-MAY-10,CAPTURED,6412 ROSEMONT,BALTIMORE,MD
106E11887,ARMED ROBBERY,25-MAY-10,CAPTURED,3521 WHITE CHAPEL ROAD,BALTIMORE,MD
106E06645,HOMICIDE,14-MAY-10,CAPTURED,5300 PARK HEIGHTS,BALTIMORE,MD
108E5813,ARMED ROBBERY,12-MAY-10,CAPTURED,508 BRUNE STREET,BALTIMORE,MD
104E5233,ARMED ROBBERY,11-MAY-10,CAPTURED,3600 ERDMAN AVE,BALTIMORE,MD
102E04098,ARMED ROBBERY,08-MAY-10,CAPTURED,3701 PARKVIEW AVE APT B,BALTIMORE,MD
105E03781,RAPE,08-MAY-10,CAPTURED,7205 BOGLEY ROAD,WOODLAWN,MD
104E02767,HOMICIDE,06-MAY-10,CAPTURED,823 KEVIN AVE,BALTIMORE,MD
108E01976,OTHER,05-MAY-10,CAPTURED,2600 ELSINORE AVE,BALTIMORE,MD
10TE1780,UNARMED ROBBERY,04-MAY-10,CAPTURED,3025 W. COLD SPRING LN.,BALTIMORE,MD
101G08596,RAPE,01-MAY-10,CAPTURED,7000 ARUNDEL MILLS CIRCLE,HANOVER,MD
103F00343,OTHER,29-APR-10,CAPTURED,3800 MCDOWELL LN.,LANSDOWNE,MD
104D8559,UNARMED ROBBERY,18-APR-10,CAPTURED,805 E FAYETTE STREET,BALTIMORE,MD
106D8351,HOMICIDE,18-APR-10,CAPTURED,5009 HILLEN,BALTIMORE,MD
106D08351,HOMICIDE,18-APR-10,CAPTURED,5009 HILLEN,BALTIMORE,MD
106D07677,OTHER,17-APR-10,CAPTURED,7805 HOUSE OF CORRECTION ROAD,JESSUP,MD
109C00168,HOMICIDE,16-APR-10,CAPTURED,1833 W. FAYETTE ST.,BALTIMORE,MD
102D06884,UNARMED ROBBERY,15-APR-10,CAPTURED,600 N. STREEPER ST,BALTIMORE,MD
103D05241,OTHER,11-APR-10,CAPTURED,1920 E. 20TH STREET,BALTIMORE,MD
109D4690,ARMED ROBBERY,10-APR-10,CAPTURED,3606 9TH ST,BALTIMORE,MD
108D3913,ARMED ROBBERY,08-APR-10,CAPTURED,2108 RAMSEY ST,BALTIMORE,MD
109D03455,UNARMED ROBBERY,08-APR-10,CAPTURED, 104 N. LAURE SQUARE,BALTIMORE,MD
107D03378,UNARMED ROBBERY,08-APR-10,CAPTURED,222 W. MEADOW RD,BALTIMORE,MD
104D03307,ARMED ROBBERY,07-APR-10,CAPTURED,4000 BREHMS LANE,BALTIMORE,MD
106D02790,SHOOTING,07-APR-10,CAPTURED,2614 VIOLET AVE,BALTIMORE,MD
4001110,ARMED ROBBERY,05-APR-10,CAPTURED,2601 SOUTHERN AVE.,BALTIMORE,MD
10502104,UNARMED ROBBERY,05-APR-10,CAPTURED,4600 LOCH RAVEN BLVD,BALTIMORE,MD
101D01858,UNARMED ROBBERY,05-APR-10,CAPTURED,614 LAURENS STREET,BALTIMORE,MD
105D0178,UNARMED ROBBERY,01-APR-10,CAPTURED,2200 DENISON STREET,BALTIMORE,MD
101C07730,OTHER,17-MAR-10,CAPTURED,2504 MOLTON COURT,BALTIMORE,MD
103C01218,OTHER,16-MAR-10,CAPTURED,2901 LIBERTY HEIGHTS AVE,BALTIMORE,MD
107C04553,SEX OFFENSE,15-MAR-10,CAPTURED,2401 LIBERTY HEIGHTS,BALTIMORE,MD
104C04918,UNARMED ROBBERY,11-MAR-10,CAPTURED, 827 N. PATTERSON PARK AVE,BALTIMORE,MD
102C04873,ARMED ROBBERY,11-MAR-10,CAPTURED,1204 RAMBLEWOOD ROAD,BALTIMORE,MD
109C04191,OTHER,09-MAR-10,CAPTURED, 605 CLAYMONT AVE,BALTIMORE,MD
093D00530,WITNESS LOCATION,09-MAR-10,CAPTURED, 951 HOMESTEAD STREET,BALTIMORE,MD
103C2924,ARMED ROBBERY,07-MAR-10,CAPTURED,1620 EDISON,BALTIMORE,MD
103C01018,HOMICIDE,03-MAR-10,CAPTURED,1701 CHILTON.,BALTIMORE,MD
103C01018,HOMICIDE,03-MAR-10,CAPTURED,2009 BRADDISH,BALTIMORE,MD
107C00389,ARMED ROBBERY,01-MAR-10,CAPTURED,3303 ROUND RD,BALTIMORE,MD
108B9747,AGGRAVATED ASSAULT,27-FEB-10,CAPTURED,800 N. WOODINGTON RD,BALTIMORE,MD
106B8316,ARMED ROBBERY,24-FEB-10,CAPTURED,2301 N. PULASKI ST.,BALTIMORE,MD
108B7649,HOMICIDE,23-FEB-10,CAPTURED,1525 CANTWELL ROAD,BALTIMORE,MD
106B7358,ARMED ROBBERY,22-FEB-10,CAPTURED,525 W. LAFAYETTE,BALTIMORE,MD
105B05976,ABDUCTION,19-FEB-10,CAPTURED,1414 LUZERNE,BALTIMORE,MD
103B4074,AGGRAVATED ASSAULT,18-FEB-10,CAPTURED,1606 E. EAGER ST,BALTIMORE,MD
92931208,OTHER,16-FEB-10,CAPTURED,2304 WINCHESTER ST,BALTIMORE,MD
109B03277,ABDUCTION,12-FEB-10,CAPTURED,10 S. HOWARD ST,BALTIMORE,MD
107B03045,ARMED ROBBERY,11-FEB-10,CAPTURED,2578 MARBOURNE,BALTIMORE,MD
101B02759,OTHER,09-FEB-10,CAPTURED,804 W. LEXINGTON ST,BALTIMORE,MD
105B02447,BURGLARY,08-FEB-10,CAPTURED,2401 LIBERTY HEIGHTS,BALTIMORE,MD
107B2307,HOMICIDE,07-FEB-10,CAPTURED,1729 APPLETON,BALTIMORE,MD
107B2307,HOMICIDE,07-FEB-10,CAPTURED,165 PITTSTON CIR,BALTIMORE,MD
102B2183,UNARMED ROBBERY,06-FEB-10,CAPTURED,6600 BELAIR RD,BALTIMORE,MD
103B01422,ARMED ROBBERY,04-FEB-10,CAPTURED,900 N. EDEN ST,BALTIMORE,MD
105A12132,ARMED ROBBERY,02-FEB-10,CAPTURED,1300 PENNSYLVANIA AVENUE,BALTIMORE,MD
104A13256,ARMED ROBBERY,31-JAN-10,CAPTURED,2201 W. FAYETTE STREET,BALTIMORE,MD
106A12593,HOME INVASION,29-JAN-10,CAPTURED,3132 OAKFORD AVENUE,BALTIMORE,MD
049L7720,OTHER,27-JAN-10,CAPTURED,3904 GARRISON AVE,BALTIMORE,MD
101A11609,ARMED ROBBERY,26-JAN-10,CAPTURED,1325 CHURCH ST,BALTIMORE,MD
106A09866,BURGLARY,22-JAN-10,CAPTURED,2707 W BELVEDERE AVE,BALTIMORE,MD
107A08706,ARMED ROBBERY,20-JAN-10,CAPTURED,2501 EDMONDSON AVE,BALTIMORE,MD
103A7602,UNARMED ROBBERY,18-JAN-10,CAPTURED,4025 RAYMOND AVENUE,BALTIMORE,MD
094E14786,OTHER,13-JAN-10,CAPTURED,920 N. GILMORE ST,BALTIMORE,MD
103A04188,HOMICIDE,10-JAN-10,CAPTURED,2206 STRATHMORE 3C,BALTIMORE,MD
106A01030,HOMICIDE,03-JAN-10,CAPTURED,2405 LOYOLA NORTHWAY APT 104,BALTIMORE,MD
109A1569,SEX OFFENSE,31-DEC-09,CAPTURED,2706 OSWEGO AVE,BALTIMORE,MD
092L11614,ARMED ROBBERY,29-DEC-09,CAPTURED,2810 JEFFERSON STREET,BALTIMORE,MD
093L9283,ARMED ROBBERY,22-DEC-09,CAPTURED,438 PITTMAN,BALTIMORE,MD
098L6015,HOME INVASION,14-DEC-09,CAPTURED,500 BAKER STREET,BALTIMORE,MD
097L5788,SEX OFFENSE,13-DEC-09,CAPTURED,3018 GWYNNS FALL PKWY,BALTIMORE,MD
097L5032,ARMED ROBBERY,11-DEC-09,CAPTURED,200 E. NORTH AVE,BALTIMORE,MD
095L2040,ARMED ROBBERY,05-DEC-09,CAPTURED,225 WENDOVER,BALTIMORE,MD
094L00621,ARSON,01-DEC-09,CAPTURED,2642 OSWEGO AVENUE,BALTIMORE,MD
097K13221,ABDUCTION,29-NOV-09,CAPTURED,2420 HURON,BALTIMORE,MD
091K13125,UNARMED ROBBERY,29-NOV-09,CAPTURED,1000 GREENMONT AVE,BALTIMORE,MD
092K12190,ARMED ROBBERY,27-NOV-09,CAPTURED,3418 E LOMBARD,BALTIMORE,MD
092K12190,ARMED ROBBERY,27-NOV-09,CAPTURED,3025 E. MONUMENT STREET,BALTIMORE,MD
096K10208,UNARMED ROBBERY,23-NOV-09,CAPTURED,6611 LOCH RAVEN,BALTIMORE,MD
094K9089,ARMED ROBBERY,20-NOV-09,CAPTURED,825 DULANEY VALLEY ROAD,BALTIMORE,MD
095K6238,ARMED ROBBERY,13-NOV-09,CAPTURED,1700 E. COLDSPRING LANE,BALTIMORE,MD
094K02428,ARMED ROBBERY,05-NOV-09,CAPTURED,5746 CEDONIA AVENUE,BALTIMORE,MD
092K0200,ARMED ROBBERY,02-NOV-09,CAPTURED,3000 BIDDLE ST,BALTIMORE,MD
099K00113,HOME INVASION,02-NOV-09,CAPTURED,1518 N. FOREST PARK AVE,BALTIMORE,MD
098J14319,UNARMED ROBBERY,31-OCT-09,CAPTURED,313 MONTASARY,BALTIMORE,MD
098J14513,OTHER,31-OCT-09,CAPTURED,21 N. ELLAMONT STREET,BALTIMORE,MD
097J14459,UNARMED ROBBERY,31-OCT-09,CAPTURED,4909 REISTERSTOWN RD,BALTIMORE,MD
093J13954,RAPE,30-OCT-09,CAPTURED,4000 ELKADER,BALTIMORE,MD
091J13839,DOMESTIC VIOLENCE,29-OCT-09,CAPTURED,6853 JACOBS CT.,BALTIMORE,MD
092J13457,ARMED ROBBERY,29-OCT-09,CAPTURED,1233 N. POTOMAC STREET,BALTIMORE,MD
9006230,SHOOTING,29-OCT-09,CAPTURED,1121 GREENMOUNT,BALTIMORE,MD
09-36668,ARMED ROBBERY,21-OCT-09,CAPTURED,1301 W. LAFAYETTE,BALTIMORE,MD
097J03464,UNARMED ROBBERY,07-OCT-09,CAPTURED,2402 ARUNAH STREET,BALTIMORE,MD
092J2426,UNARMED ROBBERY,05-OCT-09,CAPTURED,608 N. LUZERNE,BALTIMORE,MD
096J2380,ARMED ROBBERY,05-OCT-09,CAPTURED,301 S. BEECHFIELD AVE,BALTIMORE,MD
095J1185,ARMED ROBBERY,05-OCT-09,CAPTURED,4913 ALHAMBRA ST,BALTIMORE,MD
097J00922,HOMICIDE,02-OCT-09,CAPTURED,2325 SEAMON AVE,BALTIMORE,MD
097J00922,HOMICIDE,02-OCT-09,CAPTURED,710 APPLETON,BALTIMORE,MD
096J00466,UNARMED ROBBERY,01-OCT-09,CAPTURED,3400 DUPONT,BALTIMORE,MD
097J00179,AGGRAVATED ASSAULT,01-OCT-09,CAPTURED,4913 ROBERTON,BALTIMORE,MD
093I14400,ARMED ROBBERY,29-SEP-09,CAPTURED,817 PONTIAC,BALTIMORE,MD
092I14370,OTHER,29-SEP-09,CAPTURED,3 NORHAM CT,BALTIMORE,MD
096I13856,ARMED ROBBERY,28-SEP-09,CAPTURED,1000 WATSON STREET,BALTIMORE,MD
097I13836,ARMED ROBBERY,27-SEP-09,CAPTURED,3212 CARLISLE AVE,BALTIMORE,MD
093I10064,HOMICIDE,20-SEP-09,CAPTURED,2308 ROBB STREET,BALTIMORE,MD
094I09861,ARMED ROBBERY,19-SEP-09,CAPTURED,1754 MONTPELIER,BALTIMORE,MD
096I9831,UNARMED ROBBERY,19-SEP-09,CAPTURED,3840 WILERN AVE,BALTIMORE,MD
095I09672,UNARMED ROBBERY,19-SEP-09,CAPTURED,3026 KENYON AVE,BALTIMORE,MD
095I08836,ARMED ROBBERY,17-SEP-09,CAPTURED,1300 W. 36TH STREET,BALTIMORE,MD
094I08307,HOMICIDE,16-SEP-09,CAPTURED,427 AUGUSTA AVE,BALTIMORE,MD
094I08307,OTHER,16-SEP-09,CAPTURED,427 AUGUSTA AVE,BALTIMORE,MD
092I6465,UNARMED ROBBERY,13-SEP-09,CAPTURED,600 N AISQUITH,BALTIMORE,MD
099I06361,ARSON,13-SEP-09,CAPTURED,4001 W. NORTHERN PKWY,BALTIMORE,MD
099I6354,RAPE,13-SEP-09,CAPTURED,1208 JAMES ST,BALTIMORE,MD
099I5792,UNARMED ROBBERY,11-SEP-09,CAPTURED,1222 N. GILMORE,BALTIMORE,MD
099I5282,UNARMED ROBBERY,10-SEP-09,CAPTURED,3503 WOODLAND AVE APT. D,BALTIMORE,MD
094K09219,ARMED ROBBERY,09-SEP-09,CAPTURED,500 BOND,BALTIMORE,MD
092I4692,ARMED ROBBERY,09-SEP-09,CAPTURED,414 N. HIGHLAND AVE,BALTIMORE,MD
099I2864,RAPE,06-SEP-09,CAPTURED,125 SCOTT ST,BALTIMORE,MD
094I0259,AGGRAVATED ASSAULT,05-SEP-09,CAPTURED,1246 DEANWOOD AVE,BALTIMORE,MD
097I02274,OTHER,05-SEP-09,CAPTURED,1129 SARGEANT ST (SD),BALTIMORE,MD
095I2238,ARMED ROBBERY,04-SEP-09,CAPTURED,3213 AVON ROAD,BALTIMORE,MD
099I2152,AGGRAVATED ASSAULT,04-SEP-09,CAPTURED,510 PAYSON ST,BALTIMORE,MD
097H14454,ARMED ROBBERY,30-AUG-09,CAPTURED,4608 EUGENE AVE,BALTIMORE,MD
097H14110,OTHER,29-AUG-09,CAPTURED,2604 ULLMAN AVE,BALTIMORE,MD
094H13921,UNARMED ROBBERY,28-AUG-09,CAPTURED,7505 STONECUTTER CT APT E,BALTIMORE,MD
094H13324,UNARMED ROBBERY,27-AUG-09,CAPTURED,903 PENNSYLVANIA AVE APT 2B,BALTIMORE,MD
099H13064,ARMED ROBBERY,27-AUG-09,CAPTURED,5100  OAKLAWN AVE SWD,BALTIMORE,MD
094H12338,ARMED ROBBERY,25-AUG-09,CAPTURED,5374 CARRIAGE COURT SWD,BALTIMORE,MD
096H12028,OTHER,25-AUG-09,CAPTURED,2128 PARK AVE,BALTIMORE,MD
094H10801,ARMED ROBBERY,22-AUG-09,CAPTURED,3448 BELAIR ROAD,BALTIMORE,MD
093H10364,HOMICIDE,21-AUG-09,CAPTURED,111 PARK AVE,BALTIMORE,MD
092H7305,UNARMED ROBBERY,21-AUG-09,CAPTURED,224 S. HAVEN,BALTIMORE,MD
094J09533,ARMED ROBBERY,20-AUG-09,CAPTURED,5800 GLENNOR ROAD,BALTIMORE,MD
096H08194,BURGLARY,17-AUG-09,CAPTURED,3900  SPRINGDALE,BALTIMORE,MD
092H7822,UNARMED ROBBERY,16-AUG-09,CAPTURED,210 MASON ST.,BALTIMORE,MD
097H07500,ARMED ROBBERY,16-AUG-09,CAPTURED,1200 WASHINGTON BLVD.,BALTIMORE,MD
099H6533,ARMED ROBBERY,14-AUG-09,CAPTURED,100 LONGCROSS,BALTIMORE,MD
092H06423,ARMED ROBBERY,13-AUG-09,CAPTURED,4524 ERDMAN AVENUE,BALTIMORE,MD
096H05397,ARMED ROBBERY,12-AUG-09,CAPTURED,1218 WASHINGTON BLVD,BALTIMORE,MD
096H5343,UNARMED ROBBERY,11-AUG-09,CAPTURED,3001 WOLCOTT AVENUE,BALTIMORE,MD
097H05159,OTHER,11-AUG-09,CAPTURED,11411 REISTERSTOWN RD,OWINGS MILLS,MD
097H05159,UNARMED ROBBERY,11-AUG-09,CAPTURED,1012 CAREY ST.,BALTIMORE,MD
092H3897,UNARMED ROBBERY,09-AUG-09,CAPTURED,6425 BUSHEY STREET,BALTIMORE,MD
095H4001,ARMED ROBBERY,09-AUG-09,CAPTURED,907 ARGONNE DR,BALTIMORE,MD
091H3526,ARMED ROBBERY,08-AUG-09,CAPTURED,2812 W. MULBERRY,BALTIMORE,MD
096H3446,ARMED ROBBERY,07-AUG-09,CAPTURED,4907 EDGEMERE CIRCLE,BALTIMORE,MD
091H3131,UNARMED ROBBERY,07-AUG-09,CAPTURED,2700 RIGGS AVE,BALTIMORE,MD
099H02198,ARMED ROBBERY,05-AUG-09,CAPTURED,1654 WHITEHEAD CT,BALTIMORE,MD
098H02464,ARMED ROBBERY,04-AUG-09,CAPTURED,1810 SPENCE ST.,BALTIMORE,MD
092H01689,OTHER,04-AUG-09,CAPTURED,117 W. LANVALE ST,BALTIMORE,MD
092H01689,RAPE,04-AUG-09,CAPTURED,117 W. LANVALE,BALTIMORE,MD
095H1381,ARMED ROBBERY,03-AUG-09,CAPTURED,4400 PARK HEIGHTS AVENUE,BALTIMORE,MD
095H1090,ARMED ROBBERY,03-AUG-09,CAPTURED,1600 MOUNTMOR CT,BALTIMORE,MD
096G16169,UNARMED ROBBERY,31-JUL-09,CAPTURED,2913 RIDGEHILL AVE,BALTIMORE,MD
097G13848,UNARMED ROBBERY,27-JUL-09,CAPTURED,250 N MONROE,BALTIMORE,MD
091G12907,ARMED ROBBERY,25-JUL-09,CAPTURED,5301 YORK RD,BALTIMORE,MD
096G12874,ARMED ROBBERY,25-JUL-09,CAPTURED,3911 FORDLEIGH APT. D,BALTIMORE,MD
