CASE NUMBER,CRIME TYPE,INCIDENT DATE,STATUS,STREET,CITY,STATE,Full Address,Latitude,Longitude
133E12357,SHOOTING,26-May-13,CAPTURED,5126 DARIEN ST.,BALTIMORE,MD,5126 DARIEN ST. BALTIMORE MD ,,
139E11725,HOMICIDE,24-May-13,CAPTURED,1600 N. DUKELAND,BALTIMORE,MD,1600 N. DUKELAND BALTIMORE MD ,,
139E11725,HOMICIDE,24-May-13,CAPTURED,"1812 WEST ALABAMA AVE, LA",BALTIMORE,MD,"1812 WEST ALABAMA AVE, LA BALTIMORE MD ",,
139C11725,HOMICIDE,24-May-13,CAPTURED,718 MARTIN LUTHER KING JR BLVD,BALTIMORE,MD,718 MARTIN LUTHER KING JR BLVD BALTIMORE MD ,,
139E11725,HOMICIDE,24-May-13,CAPTURED,742 DEACON,BALTIMORE,MD,742 DEACON BALTIMORE MD ,,
132E10817,HOME INVASION,23-May-13,CAPTURED,2133 E. CHASE ST,BALTIMORE,MD,2133 E. CHASE ST BALTIMORE MD ,,
133E10785,CHILD ABUSE,22-May-13,CAPTURED,3810 ELMORA ST,BALTIMORE,MD,3810 ELMORA ST BALTIMORE MD ,,
133E10714,HOMICIDE,22-May-13,CAPTURED,721 BARTLETTS ST,BALTIMORE,MD,721 BARTLETTS ST BALTIMORE MD ,,
134D10372,ARMED ROBBERY,22-May-13,CAPTURED,1623 MOSHER ST,BALTIMORE,MD,1623 MOSHER ST BALTIMORE MD ,,
133E10237,HOMICIDE,22-May-13,CAPTURED,59 SOLAR CIRCLE,BALTIMORE,MD,59 SOLAR CIRCLE BALTIMORE MD ,,
132E10157,ARMED ROBBERY,21-May-13,CAPTURED,1676 BURNWOOD AVE,BALTIMORE,MD,1676 BURNWOOD AVE BALTIMORE MD ,,
134E10154,ARMED ROBBERY,21-May-13,CAPTURED,4300 WILKENS AVE.,BALTIMORE,MD,4300 WILKENS AVE. BALTIMORE MD ,,
137E10091,SHOOTING,21-May-13,CAPTURED,900 N. HOWARD,BALTIMORE,MD,900 N. HOWARD BALTIMORE MD ,,
139E09735,UNARMED ROBBERY,21-May-13,CAPTURED,504 JEFFERY,BALTIMORE,MD,504 JEFFERY BALTIMORE MD ,,
132E09192,UNARMED ROBBERY,20-May-13,CAPTURED,428 S. BOND ST.,BALTIMORE,MD,428 S. BOND ST. BALTIMORE MD ,,
136E09163,ARMED ROBBERY,20-May-13,CAPTURED,513 S PULASKI,BALTIMORE,MD,513 S PULASKI BALTIMORE MD ,,
136E09163,ARMED ROBBERY,20-May-13,CAPTURED,2000 EAGLE STREET,BALTIMORE,MD,2000 EAGLE STREET BALTIMORE MD ,,
131E09116,ARMED ROBBERY,19-May-13,CAPTURED,5610 BALTIMORE NATIONAL PIKE,BALTIMORE,MD,5610 BALTIMORE NATIONAL PIKE BALTIMORE MD ,,
137E08485,ARMED ROBBERY,18-May-13,CAPTURED,1806 CLIFTON,BALTIMORE,MD,1806 CLIFTON BALTIMORE MD ,,
133E07548,AGGRAVATED ASSAULT,16-May-13,CAPTURED,1401 BLOOMFIELD AVE,BALTIMORE,MD,1401 BLOOMFIELD AVE BALTIMORE MD ,,
136E07162,ARMED ROBBERY,16-May-13,CAPTURED,4810 BELAIR ROAD,BALTIMORE,MD,4810 BELAIR ROAD BALTIMORE MD ,,
139E07059,SHOOTING,15-May-13,CAPTURED,2744 AUGUSTA,BALTIMORE,MD,2744 AUGUSTA BALTIMORE MD ,,
136E02066,UNARMED ROBBERY,14-May-13,CAPTURED,4213 MENLO DRIVE,BALTIMORE,MD,4213 MENLO DRIVE BALTIMORE MD ,,
138E06084,ARMED ROBBERY,13-May-13,CAPTURED,1300 MOSHER STREET,BALTIMORE,MD,1300 MOSHER STREET BALTIMORE MD ,,
136E05979,UNARMED ROBBERY,13-May-13,CAPTURED,2850 BOARMAN AVE.,BALTIMORE,MD,2850 BOARMAN AVE. BALTIMORE MD ,,
139E00557,SHOOTING,12-May-13,CAPTURED,1235 W. LOMBARD STREET,BALTIMORE,MD,1235 W. LOMBARD STREET BALTIMORE MD ,,
138E04149,ARMED ROBBERY,9-May-13,CAPTURED,2900 BELMONT AVE,BALTIMORE,MD,2900 BELMONT AVE BALTIMORE MD ,,
136E03664,ARMED ROBBERY,8-May-13,CAPTURED,345 ST. PAUL PLACE,BALTIMORE,MD,345 ST. PAUL PLACE BALTIMORE MD ,,
137E02672,UNARMED ROBBERY,6-May-13,CAPTURED,6620 REISTERSTOWN ROAD,BALTIMORE,MD,6620 REISTERSTOWN ROAD BALTIMORE MD ,,
134E02606,RAPE,6-May-13,CAPTURED,4675 PARK HEIGHTS AVE.,BALTIMORE,MD,4675 PARK HEIGHTS AVE. BALTIMORE MD ,,
131E01872,ARMED ROBBERY,4-May-13,CAPTURED,3028 EDMONSON AVE.,BALTIMORE,MD,3028 EDMONSON AVE. BALTIMORE MD ,,
139E01527,UNARMED ROBBERY,4-May-13,CAPTURED,3017 W. BELVEDERE AVE,BALTIMORE,MD,3017 W. BELVEDERE AVE BALTIMORE MD ,,
137E01562,UNARMED ROBBERY,3-May-13,CAPTURED,2729 ROUND RD.,BALTIMORE,MD,2729 ROUND RD. BALTIMORE MD ,,
137E01562,ARMED ROBBERY,3-May-13,CAPTURED,907 N. DUKELAND,BALTIMORE,MD,907 N. DUKELAND BALTIMORE MD ,,
133E00497,HOMICIDE,2-May-13,CAPTURED,2200 BARCLAY STREET,BALTIMORE,MD,2200 BARCLAY STREET BALTIMORE MD ,,
1.34E+135,CARJACKING,1-May-13,CAPTURED,1900 GREENMOUNT,BALTIMORE,MD,1900 GREENMOUNT BALTIMORE MD ,,
1.38E+28,SHOOTING,1-May-13,CAPTURED,4300 RIDGEWOOD,BALTIMORE,MD,4300 RIDGEWOOD BALTIMORE MD ,,
136D13082,AGGRAVATED ASSAULT,28-Apr-13,CAPTURED,3200 CHELSEA TERRACE APT. 2,BALTIMORE,MD,3200 CHELSEA TERRACE APT. 2 BALTIMORE MD ,,
133D12947,AGGRAVATED ASSAULT,27-Apr-13,CAPTURED,217 S. BOND ST,BALTIMORE,MD,217 S. BOND ST BALTIMORE MD ,,
121D12176,HOMICIDE,26-Apr-13,CAPTURED,300 N. PACA,BALTIMORE,MD,300 N. PACA BALTIMORE MD ,,
134D11777,HOMICIDE,25-Apr-13,CAPTURED,"1732 FOUNTAIN ROCK WAY, APT C",BALTIMORE,MD,"1732 FOUNTAIN ROCK WAY, APT C BALTIMORE MD ",,
136D11558,BURGLARY,25-Apr-13,CAPTURED,6504 EBERLEE DRIVE APT 201,BALTIMORE,MD,6504 EBERLEE DRIVE APT 201 BALTIMORE MD ,,
137D11385,AGGRAVATED ASSAULT,24-Apr-13,CAPTURED,1729 N. FULTON STREET,BALTIMORE,MD,1729 N. FULTON STREET BALTIMORE MD ,,
137D11441,UNARMED ROBBERY,24-Apr-13,CAPTURED,1706 MELWOOD CT.,BALTIMORE,MD,1706 MELWOOD CT. BALTIMORE MD ,,
136D10768,UNARMED ROBBERY,23-Apr-13,CAPTURED,5404 BONNER RD APT D,BALTIMORE,MD,5404 BONNER RD APT D BALTIMORE MD ,,
132D10465,ARMED ROBBERY,23-Apr-13,CAPTURED,1350 HOMESTEAD AVE,BALTIMORE,MD,1350 HOMESTEAD AVE BALTIMORE MD ,,
134D10372,ARMED ROBBERY,22-Apr-13,CAPTURED,511 ROBBINS,CAMBRIDGE,MD,511 ROBBINS CAMBRIDGE MD ,,
134D10051,ARMED ROBBERY,22-Apr-13,CAPTURED,3600 BELAIR ROAD,BALTIMORE,MD,3600 BELAIR ROAD BALTIMORE MD ,,
131D10010,ARMED ROBBERY,22-Apr-13,CAPTURED,828 W. NORTH AVE APT B,BALTIMORE,MD,828 W. NORTH AVE APT B BALTIMORE MD ,,
139D08625,SHOOTING,18-Apr-13,CAPTURED,7 NORMANDY RD,BALTIMORE,MD,7 NORMANDY RD BALTIMORE MD ,,
131D08685,UNARMED ROBBERY,18-Apr-13,CAPTURED,4213 RIDGE RD APT C,BALTIMORE,MD,4213 RIDGE RD APT C BALTIMORE MD ,,
132D08197,CARJACKING,18-Apr-13,CAPTURED,2114 ORLEANS ST,BALTIMORE,MD,2114 ORLEANS ST BALTIMORE MD ,,
134D08029,ARMED ROBBERY,17-Apr-13,CAPTURED,6548 REISTERSTOWN RD,BALTIMORE,MD,6548 REISTERSTOWN RD BALTIMORE MD ,,
132A06988,BURGLARY,17-Apr-13,CAPTURED,1231 VALLEY ST.,BALTIMORE,MD,1231 VALLEY ST. BALTIMORE MD ,,
134D07618,ARMED ROBBERY,16-Apr-13,CAPTURED,1200 EDEN STREET,BALTIMORE,MD,1200 EDEN STREET BALTIMORE MD ,,
138D07437,HOMICIDE,16-Apr-13,CAPTURED,455 MEADOWOOD RD,BALTIMORE,MD,455 MEADOWOOD RD BALTIMORE MD ,,
137D06905,AGGRAVATED ASSAULT,15-Apr-13,CAPTURED,1504 APPLETON,BALTIMORE,MD,1504 APPLETON BALTIMORE MD ,,
137D06905,AGGRAVATED ASSAULT,15-Apr-13,CAPTURED,2136 HARFORD RD,BALTIMORE,MD,2136 HARFORD RD BALTIMORE MD ,,
131D06691,ARMED ROBBERY,15-Apr-13,CAPTURED,2424 PENNSYLVANIA,BALTIMORE,MD,2424 PENNSYLVANIA BALTIMORE MD ,,
132D06904,ARMED ROBBERY,15-Apr-13,CAPTURED,2914 E MADISON STREET,BALTIMORE,MD,2914 E MADISON STREET BALTIMORE MD ,,
133D00631,AGGRAVATED ASSAULT,14-Apr-13,CAPTURED,1637 BAKBURY CT,BALTIMORE,MD,1637 BAKBURY CT BALTIMORE MD ,,
131D05719,ARMED ROBBERY,12-Apr-13,CAPTURED,1376 W. NORTH AVE,BALTIMORE,MD,1376 W. NORTH AVE BALTIMORE MD ,,
132D05263,ARMED ROBBERY,11-Apr-13,CAPTURED,500 W. PRESTON ST,BALTIMORE,MD,500 W. PRESTON ST BALTIMORE MD ,,
139D05239,ARMED ROBBERY,11-Apr-13,CAPTURED,2819 PELHAM AVE,BALTIMORE,MD,2819 PELHAM AVE BALTIMORE MD ,,
137D04815,HOME INVASION,11-Apr-13,CAPTURED,1705 EDMONDSON AVE,BALTIMORE,MD,1705 EDMONDSON AVE BALTIMORE MD ,,
134D04563,UNARMED ROBBERY,10-Apr-13,CAPTURED,5737 MAPLEHILL ROAD,BALTIMORE,MD,5737 MAPLEHILL ROAD BALTIMORE MD ,,
132D04240,ARMED ROBBERY,9-Apr-13,CAPTURED,200 N ROSE STREET,BALTIMORE,MD,200 N ROSE STREET BALTIMORE MD ,,
139D04236,UNARMED ROBBERY,9-Apr-13,CAPTURED,2621 ROSEWOOD,BALTIMORE,MD,2621 ROSEWOOD BALTIMORE MD ,,
133D03693,DOMESTIC VIOLENCE,8-Apr-13,CAPTURED,3019 E. MONUMENT ST,BALTIMORE,MD,3019 E. MONUMENT ST BALTIMORE MD ,,
139D03283,HOMICIDE,8-Apr-13,CAPTURED,1706 HARFORD RD,BALTIMORE,MD,1706 HARFORD RD BALTIMORE MD ,,
133D03171,AGGRAVATED ASSAULT,7-Apr-13,CAPTURED,3827 RAVENWOOD,BALTIMORE,MD,3827 RAVENWOOD BALTIMORE MD ,,
133D03171,AGGRAVATED ASSAULT,7-Apr-13,CAPTURED,"3600 PULASKI HWY, ROOM 226",BALTIMORE,MD,"3600 PULASKI HWY, ROOM 226 BALTIMORE MD ",,
136D01728,UNARMED ROBBERY,4-Apr-13,CAPTURED,"3108 REISTERSTOWN,",BALTIMORE,MD,"3108 REISTERSTOWN, BALTIMORE MD ",,
136D01430,ARMED ROBBERY,3-Apr-13,CAPTURED,3800 W. ROGERS AVE,BALTIMORE,MD,3800 W. ROGERS AVE BALTIMORE MD ,,
136D01550,BURGLARY,3-Apr-13,CAPTURED,408 COMMONWEALTH,BALTIMORE,MD,408 COMMONWEALTH BALTIMORE MD ,,
137D00958,ARMED ROBBERY,2-Apr-13,CAPTURED,2605 EDMONDSON AVE,BALTIMORE,MD,2605 EDMONDSON AVE BALTIMORE MD ,,
134D00873,SHOOTING,2-Apr-13,CAPTURED,1200 HAVENWOOD,BALTIMORE,MD,1200 HAVENWOOD BALTIMORE MD ,,
139D00731,OTHER,2-Apr-13,CAPTURED,4131 MARIBAN COURT,BALTIMORE,MD,4131 MARIBAN COURT BALTIMORE MD ,,
136D00780,OTHER,2-Apr-13,CAPTURED,2814 OSWEGO AVE,BALTIMORE,MD,2814 OSWEGO AVE BALTIMORE MD ,,
136D00536,HOME INVASION,2-Apr-13,CAPTURED,5500 RADECKE AVE,BALTIMORE,MD,5500 RADECKE AVE BALTIMORE MD ,,
134C00353,MISSING PERSON,1-Apr-13,CAPTURED,7116 PARK HEIGHTS AVE,BALTIMORE,MD,7116 PARK HEIGHTS AVE BALTIMORE MD ,,
134C13632,HOMICIDE,31-Mar-13,CAPTURED,1300 LUZERNE AVE,BALTIMORE,MD,1300 LUZERNE AVE BALTIMORE MD ,,
139C12678,ARMED ROBBERY,28-Mar-13,CAPTURED,203 CHERRY HILL ROAD,BALTIMORE,MD,203 CHERRY HILL ROAD BALTIMORE MD ,,
136C12628,ARMED ROBBERY,28-Mar-13,CAPTURED,5801 BALTIMORE NATIONAL PIKE,BALTIMORE,MD,5801 BALTIMORE NATIONAL PIKE BALTIMORE MD ,,
134C12184,UNARMED ROBBERY,27-Mar-13,CAPTURED,"5716 PLAINFIELD AVE, APTB",BALTIMORE,MD,"5716 PLAINFIELD AVE, APTB BALTIMORE MD ",,
134C12171,ARMED ROBBERY,27-Mar-13,CAPTURED,5 BRIGHT STAR CT,BALTIMORE,MD,5 BRIGHT STAR CT BALTIMORE MD ,,
134C12171,ARMED ROBBERY,27-Mar-13,CAPTURED,1006 3RD ST. SW,BALTIMORE,MD,1006 3RD ST. SW BALTIMORE MD ,,
131C10076,AGGRAVATED ASSAULT,22-Mar-13,CAPTURED,1800 PRESBURY,BALTIMORE,MD,1800 PRESBURY BALTIMORE MD ,,
137C09657,AGGRAVATED ASSAULT,22-Mar-13,CAPTURED,2200 BERLIN STREET,BALTIMORE,MD,2200 BERLIN STREET BALTIMORE MD ,,
138C09506,UNARMED ROBBERY,21-Mar-13,CAPTURED,702 MT HOLLY,BALTIMORE,MD,702 MT HOLLY BALTIMORE MD ,,
139C09424,UNARMED ROBBERY,21-Mar-13,CAPTURED,1520 N WOLFE STREET,BALTIMORE,MD,1520 N WOLFE STREET BALTIMORE MD ,,
132C08900,UNARMED ROBBERY,20-Mar-13,CAPTURED,153 N. LAKEWOOD.,BALTIMORE,MD,153 N. LAKEWOOD. BALTIMORE MD ,,
136C07911,ABDUCTION,18-Mar-13,CAPTURED,1207 N. DUKELAND ST,BALTIMORE,MD,1207 N. DUKELAND ST BALTIMORE MD ,,
136C07911,ABDUCTION,18-Mar-13,CAPTURED,1207 N. DUKELAND STREET,BALTIMORE,MD,1207 N. DUKELAND STREET BALTIMORE MD ,,
137C07481,HOMICIDE,17-Mar-13,CAPTURED,2406 WINCHESTER APT. H,BALTIMORE,MD,2406 WINCHESTER APT. H BALTIMORE MD ,,
137C07481,HOMICIDE,17-Mar-13,CAPTURED,2802 BELMONT,BALTIMORE,MD,2802 BELMONT BALTIMORE MD ,,
134C07354,CHILD ABUSE,16-Mar-13,CAPTURED,5302 LEITH RD APT D,BALTIMORE,MD,5302 LEITH RD APT D BALTIMORE MD ,,
134C06161,OTHER,14-Mar-13,CAPTURED,3225 FRISBY ST.,BALTIMORE,MD,3225 FRISBY ST. BALTIMORE MD ,,
134C05395,ARMED ROBBERY,12-Mar-13,CAPTURED,18 BARTLEY CT,BALTIMORE,MD,18 BARTLEY CT BALTIMORE MD ,,
134C05142,BURGLARY,12-Mar-13,CAPTURED,6332 FREDERICK ROAD,BALTIMORE,MD,6332 FREDERICK ROAD BALTIMORE MD ,,
138C03960,ARSON,9-Mar-13,CAPTURED,2120 BARCLAY APT D,BALTIMORE,MD,2120 BARCLAY APT D BALTIMORE MD ,,
137C02536,ARMED ROBBERY,6-Mar-13,CAPTURED,1500 CLIFTON AVENUE,BALTIMORE,MD,1500 CLIFTON AVENUE BALTIMORE MD ,,
136C01178,HOMICIDE,3-Mar-13,CAPTURED,3007 DUNDALK AVE,BALTIMORE,MD,3007 DUNDALK AVE BALTIMORE MD ,,
137C00524,UNARMED ROBBERY,1-Mar-13,CAPTURED,2572 HOLLINS ST APT6,BALTIMORE,MD,2572 HOLLINS ST APT6 BALTIMORE MD ,,
135B09599,MISSING PERSON,28-Feb-13,CAPTURED,2213 W. SARATOGA,BALTIMORE,MD,2213 W. SARATOGA BALTIMORE MD ,,
133B11899,RAPE,28-Feb-13,CAPTURED,2330 HARFORD RD,BALTIMORE,MD,2330 HARFORD RD BALTIMORE MD ,,
125L01271,BURGLARY,27-Feb-13,CAPTURED,2646 HUNTINGDON,BALTIMORE,MD,2646 HUNTINGDON BALTIMORE MD ,,
134B11323,ARMED ROBBERY,26-Feb-13,CAPTURED,BY WATF 4210 SHELDON AVE,BALTIMORE,MD,BY WATF 4210 SHELDON AVE BALTIMORE MD ,,
131B11142,ARMED ROBBERY,26-Feb-13,CAPTURED,2502 LONGWOOD ST,BALTIMORE,MD,2502 LONGWOOD ST BALTIMORE MD ,,
134B10503,HOMICIDE,24-Feb-13,CAPTURED,702 W. NORTH AVE APT E,BALTIMORE,MD,702 W. NORTH AVE APT E BALTIMORE MD ,,
133B09250,OTHER,21-Feb-13,CAPTURED,3614 ERDMAN,BALTIMORE,MD,3614 ERDMAN BALTIMORE MD ,,
135B08625,BURGLARY,20-Feb-13,CAPTURED,2228 FIRETHORN ROAD,MIDDLE RIVER,MD,2228 FIRETHORN ROAD MIDDLE RIVER MD ,,
136B07883,DOMESTIC VIOLENCE,19-Feb-13,CAPTURED,2111 MCCULLOH ST,BALTIMORE,MD,2111 MCCULLOH ST BALTIMORE MD ,,
135B07823,UNARMED ROBBERY,18-Feb-13,CAPTURED,1318 E. 33RD. ST.,BALTIMORE,MD,1318 E. 33RD. ST. BALTIMORE MD ,,
137B05705,HOME INVASION,13-Feb-13,CAPTURED,1400 E FAYETTE STREET,BALTIMORE,MD,1400 E FAYETTE STREET BALTIMORE MD ,,
138B05573,ARMED ROBBERY,13-Feb-13,CAPTURED,6700 REISTERSTOWN.,BALTIMORE,MD,6700 REISTERSTOWN. BALTIMORE MD ,,
135B05427,ARMED ROBBERY,13-Feb-13,CAPTURED,2549 EDMONDSON AVE,BALTIMORE,MD,2549 EDMONDSON AVE BALTIMORE MD ,,
138B05144,ARMED ROBBERY,12-Feb-13,CAPTURED,326 N CAREY ST. APT 3,BALTIMORE,MD,326 N CAREY ST. APT 3 BALTIMORE MD ,,
138B04600,UNARMED ROBBERY,11-Feb-13,CAPTURED,600 W. LAFAYETTE STREET APT 104,BALTIMORE,MD,600 W. LAFAYETTE STREET APT 104 BALTIMORE MD ,,
131B04628,UNARMED ROBBERY,11-Feb-13,CAPTURED,840 GUILFORD AVE,BALTIMORE,MD,840 GUILFORD AVE BALTIMORE MD ,,
131B04019,UNARMED ROBBERY,9-Feb-13,CAPTURED,611 W. MOSHER STREET,BALTIMORE,MD,611 W. MOSHER STREET BALTIMORE MD ,,
137B00903,HOMICIDE,3-Feb-13,CAPTURED,4313 ELDONE,BALTIMORE,MD,4313 ELDONE BALTIMORE MD ,,
131A13035,RAPE,30-Jan-13,CAPTURED,3200 HARFORD RD,BALTIMORE,MD,3200 HARFORD RD BALTIMORE MD ,,
126L06066,BURGLARY,28-Jan-13,CAPTURED,1618 E. 28TH ST,BALTIMORE,MD,1618 E. 28TH ST BALTIMORE MD ,,
136A11271,ARMED ROBBERY,25-Jan-13,CAPTURED,3900 RIDGEWOOD AVE,BALTIMORE,MD,3900 RIDGEWOOD AVE BALTIMORE MD ,,
134A10858,ARMED ROBBERY,25-Jan-13,CAPTURED,1700 HARFFORD RD.,BALTIMORE,MD,1700 HARFFORD RD. BALTIMORE MD ,,
137A09921,AGGRAVATED ASSAULT,25-Jan-13,CAPTURED,29 N. FULTON ST,BALTIMORE,MD,29 N. FULTON ST BALTIMORE MD ,,
134A10798,UNARMED ROBBERY,24-Jan-13,CAPTURED,1523 DELVALE AVE,BALTIMORE,MD,1523 DELVALE AVE BALTIMORE MD ,,
131A09894,ARMED ROBBERY,22-Jan-13,CAPTURED,3913 RIDGECROFT,BALTIMORE,MD,3913 RIDGECROFT BALTIMORE MD ,,
139A09112,AGGRAVATED ASSAULT,21-Jan-13,CAPTURED,35 S. CAREY ST,BALTIMORE,MD,35 S. CAREY ST BALTIMORE MD ,,
136A08956,SHOOTING,20-Jan-13,CAPTURED,11335 LITTLE PATUXENT PKWY,COLUMBIA,MD,11335 LITTLE PATUXENT PKWY COLUMBIA MD ,,
132A08561,UNARMED ROBBERY,19-Jan-13,CAPTURED,257 BALLOU CT,BALTIMORE,MD,257 BALLOU CT BALTIMORE MD ,,
132A05836,SEX OFFENSE,14-Jan-13,CAPTURED,353 S. MASON COURT,BALTIMORE,MD,353 S. MASON COURT BALTIMORE MD ,,
136A03045,OTHER,7-Jan-13,CAPTURED,2630 PARK HGHTS TERR,BALTIMORE,MD,2630 PARK HGHTS TERR BALTIMORE MD ,,
128L02749,UNARMED ROBBERY,6-Jan-13,CAPTURED,700 CUMBERLAND STREET,BALTIMORE,MD,700 CUMBERLAND STREET BALTIMORE MD ,,
135A01932,ABDUCTION,5-Jan-13,CAPTURED,1709 W. BALTIMORE,BALTIMORE,MD,1709 W. BALTIMORE BALTIMORE MD ,,
135A01904,RAPE,3-Jan-13,CAPTURED,1609 QUANTICO,BALTIMORE,MD,1609 QUANTICO BALTIMORE MD ,,
123L08827,UNARMED ROBBERY,3-Jan-13,CAPTURED,1417 E. FAYETTE ST,BALTIMORE,MD,1417 E. FAYETTE ST BALTIMORE MD ,,
137A00136,ARMED ROBBERY,1-Jan-13,CAPTURED,200 N. FULTON AVE,BALTIMORE,MD,200 N. FULTON AVE BALTIMORE MD ,,
132A03017,UNARMED ROBBERY,31-Dec-12,CAPTURED,1700 E. BALTIMORE ST,BALTIMORE,MD,1700 E. BALTIMORE ST BALTIMORE MD ,,
124L11645,SHOOTING,28-Dec-12,CAPTURED,1936 ORMAND RD,BALTIMORE,MD,1936 ORMAND RD BALTIMORE MD ,,
124L09890,BURGLARY,22-Dec-12,CAPTURED,1400 E. BIDDLE ST.,BALTIMORE,MD,1400 E. BIDDLE ST. BALTIMORE MD ,,
129L09576,AGGRAVATED ASSAULT,22-Dec-12,CAPTURED,513 OTTERBEIN STREET,BALTIMORE,MD,513 OTTERBEIN STREET BALTIMORE MD ,,
126L06298,SEX OFFENSE,14-Dec-12,CAPTURED,AGAIN 2124 DRUID PARK DRIVE,BALTIMORE,MD,AGAIN 2124 DRUID PARK DRIVE BALTIMORE MD ,,
126L05606,HOMICIDE,13-Dec-12,CAPTURED,1903 E. 32ND STREET,BALTIMORE,MD,1903 E. 32ND STREET BALTIMORE MD ,,
126L04958,ARMED ROBBERY,12-Dec-12,CAPTURED,4309 PARK HEIGHTS AVE,BALTIMORE,MD,4309 PARK HEIGHTS AVE BALTIMORE MD ,,
121L04824,ARMED ROBBERY,11-Dec-12,CAPTURED,6000 WABASH,BALTIMORE,MD,6000 WABASH BALTIMORE MD ,,
121L04146,HOMICIDE,10-Dec-12,CAPTURED,500 N. LAKEWOOD AVE,BALTIMORE,MD,500 N. LAKEWOOD AVE BALTIMORE MD ,,
121L04146,HOMICIDE,10-Dec-12,CAPTURED,306 HENLEY ST.,HIGHPOINT,NC,306 HENLEY ST. HIGHPOINT NC ,,
121L04146,HOMICIDE,10-Dec-12,CAPTURED,1640 LORMAN CT,BALTIMORE,MD,1640 LORMAN CT BALTIMORE MD ,,
124L03967,DOMESTIC VIOLENCE,9-Dec-12,CAPTURED,21 ACORN CIRCLE APT. 204,BALTIMORE,MD,21 ACORN CIRCLE APT. 204 BALTIMORE MD ,,
124L02145,ARMED ROBBERY,5-Dec-12,CAPTURED,117 S. CONKLIN AVE,BALTIMORE,MD,117 S. CONKLIN AVE BALTIMORE MD ,,
121L01152,ARMED ROBBERY,3-Dec-12,CAPTURED,"1618 MCCULLOH, APT 2",BALTIMORE,MD,"1618 MCCULLOH, APT 2 BALTIMORE MD ",,
126L01008,CARJACKING,3-Dec-12,CAPTURED,3900 LIBERTY HEIGHTS,BALTIMORE,MD,3900 LIBERTY HEIGHTS BALTIMORE MD ,,
125L00363,ARMED ROBBERY,1-Dec-12,CAPTURED,3725 ELLERSLIE AVE,BALTIMORE,MD,3725 ELLERSLIE AVE BALTIMORE MD ,,
124K12501,ARMED ROBBERY,29-Nov-12,CAPTURED,2414 BRIDGEHAMPTON ROAD APT. D,BALTIMORE,MD,2414 BRIDGEHAMPTON ROAD APT. D BALTIMORE MD ,,
131B04516,DOMESTIC VIOLENCE,26-Nov-12,CAPTURED,208 SPELLMAN,BALTIMORE,MD,208 SPELLMAN BALTIMORE MD ,,
124K10402,UNARMED ROBBERY,24-Nov-12,CAPTURED,37 COMET COURT,BALTIMORE,MD,37 COMET COURT BALTIMORE MD ,,
127K09795,SEX OFFENSE,23-Nov-12,CAPTURED,7050 FRIENDSHIP RD.,BALTIMORE,MD,7050 FRIENDSHIP RD. BALTIMORE MD ,,
121K08416,ARMED ROBBERY,19-Nov-12,CAPTURED,514 E. NORTH AVE,BALTIMORE,MD,514 E. NORTH AVE BALTIMORE MD ,,
121K08368,UNARMED ROBBERY,19-Nov-12,CAPTURED,30 W. BIDDLE ST,BALTIMORE,MD,30 W. BIDDLE ST BALTIMORE MD ,,
122K05735,ARMED ROBBERY,13-Nov-12,CAPTURED,424 N. CURLEY ST.,BALTIMORE,MD,424 N. CURLEY ST. BALTIMORE MD ,,
128J09875,OTHER,13-Nov-12,CAPTURED,1120 HOLLINS,BALTIMORE,MD,1120 HOLLINS BALTIMORE MD ,,
128J09875,AGGRAVATED ASSAULT,13-Nov-12,CAPTURED,1120 HOLLINS ST,BALTIMORE,MD,1120 HOLLINS ST BALTIMORE MD ,,
125K05268,ARMED ROBBERY,12-Nov-12,CAPTURED,2530 N. CHARLES STREET,BALTIMORE,MD,2530 N. CHARLES STREET BALTIMORE MD ,,
123K05130,HOMICIDE,12-Nov-12,CAPTURED,"3100 FOUR SEASONS CT., APT C4",BALTIMORE,MD,"3100 FOUR SEASONS CT., APT C4 BALTIMORE MD ",,
123K05130,HOMICIDE,12-Nov-12,CAPTURED,3432 CARDENAS AVE,BALTIMORE,MD,3432 CARDENAS AVE BALTIMORE MD ,,
121K04524,RAPE,11-Nov-12,CAPTURED,7313 DOOMAN ROAD,BALTIMORE,MD,7313 DOOMAN ROAD BALTIMORE MD ,,
125K04066,CHILD ABUSE,10-Nov-12,CAPTURED,2000 BK. E. NORTHERN PKWY,BALTIMORE,MD,2000 BK. E. NORTHERN PKWY BALTIMORE MD ,,
124K03421,UNARMED ROBBERY,8-Nov-12,CAPTURED,3400 ELMLEY AVE IN SEWER DRAIN,BALTIMORE,MD,3400 ELMLEY AVE IN SEWER DRAIN BALTIMORE MD ,,
124K03270,HOMICIDE,8-Nov-12,CAPTURED,1212 W. LOMBARD ST,BALTIMORE,MD,1212 W. LOMBARD ST BALTIMORE MD ,,
124H01367,OTHER,8-Nov-12,CAPTURED,1800 PRESSTMAN STREET,BALTIMORE,MD,1800 PRESSTMAN STREET BALTIMORE MD ,,
122K03466,ARMED ROBBERY,8-Nov-12,CAPTURED,120 S. HIGHLAND AVE 2ND FLOOR,BALTIMORE,MD,120 S. HIGHLAND AVE 2ND FLOOR BALTIMORE MD ,,
124J14313,ARMED ROBBERY,31-Oct-12,CAPTURED,5653 PURDUE AVE APT A,BALTIMORE,MD,5653 PURDUE AVE APT A BALTIMORE MD ,,
